track_id,name,artist_id,artist_name,popularity,explicit,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,collabs
1lCRw5FEZ1gPDNPzy1K4zW,We Are The Champions - Remastered 2011,1dfeR4HaWDbWqFHLkxsg1d,Queen,74,False,179200,0.268,0.459,-6.94,0.0346,0.378,0.0,0.118,0.175,64.177,0
2ooF4088y5L72c4YTEJQoB,YuNg BrAtZ,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,74,True,101851,0.755,0.695,-5.963,0.26,0.0179,0.0,0.107,0.493,128.063,0
0fySG6A6qLE8IvDpayb5bM,VIBEZ,4r63FhuTkUYltbVAg5TQnk,DaBaby,74,True,144935,0.768,0.652,-2.708,0.307,0.113,0.0,0.107,0.777,154.187,0
0JjM9bKm4wrwohMslcm892,Still Be Friends (feat. Tory Lanez & Tyga),"02kJSzxNuaWGqwubyUba0Z,2jku7tDXc6XoB6MO2hFuqg,5LHRHt1k9lMyONurDHEdrp","G-Eazy,Tory Lanez,Tyga",74,True,213307,0.803,0.759,-4.692,0.0494,0.00509,0.0,0.0921,0.284,104.0,1
6piAUJJQFD8oHDUr0b7l7q,VALENTINO,6fWVd57NKTalqvmjRd2t8Z,24kGoldn,74,True,179133,0.746,0.717,-4.841,0.179,0.199,0.0,0.132,0.523,150.964,0
1mohfLaTJtB2RplHLQVM70,La Jeepeta - Remix,"5hdhHgpxyniooUiQVaPxQ0,2R21vXR83lH98kGeO99Y66,7iK8PXO48WeuP03g8YR51W,1GKIlPFdcewHtpDVCQ8zmJ,3Wb38LDP3N4tkobValgE9D","Nio Garcia,Anuel AA,Myke Towers,Brray,Juanka",74,True,345240,0.815,0.715,-4.65,0.207,0.3,4.83e-06,0.091,0.786,176.007,1
5TxRUOsGeWeRl3xOML59Ai,ARE WE STILL FRIENDS?,4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator",74,True,265480,0.216,0.497,-8.025,0.0371,0.128,2.39e-06,0.111,0.313,187.308,0
4at3d5QWnlibMVN75ECDrp,Pretty Little Fears (feat. J. Cole),"4IVAbR2w4JJNJDDRFP3E83,6l3HvQ5sa6mXTsMTB19rO5","6LACK,J. Cole",74,True,240341,0.61,0.458,-11.336,0.36,0.696,0.000103,0.0852,0.246,192.099,1
2xyx0o4xNOLLjBSbOOdcbA,Playing Games (with Bryson Tiller) - Extended Version,"57LYzLEk2LcFghVwuWbcuS,2EMAnMvWE2eb56ToJVfCWs","Summer Walker,Bryson Tiller",74,True,143226,0.726,0.408,-6.606,0.0614,0.603,0.0,0.225,0.459,115.918,1
4PklAHGXT5ityno3IA8SKd,Go Stupid,"6AgTAQt8XS6jRWi4sX7w49,44IvvHRk2XF243QLA2VOa8,0ErzCpIMyLcjPiwT4elrtZ,0NWbwDZY1VkRqFafuQm6wk","Polo G,Stunna 4 Vegas,NLE Choppa,Mike WiLL Made-It",74,True,165726,0.92,0.833,-3.18,0.253,0.0277,0.0,0.0596,0.645,141.034,1
6hmhG1b4LEyNuashVvuIAo,Never Forget You,"1Xylc3o4UrD53lo9CvFvVg,7uMh23xWiuR7zsNkuNcm2G","Zara Larsson,MNEK",74,False,213427,0.583,0.732,-5.728,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,1
0or0gNaKAXYYCsOrpvRzAu,Liability,163tK9Wjr9P9DmM0AVK7lm,Lorde,74,False,171727,0.534,0.218,-11.16,0.111,0.923,0.0,0.0944,0.345,76.715,0
7mWFF4gPADjTQjC97CgFVt,Baila Baila Baila - Remix,"1i8SpTcr7yvPOmcqrbnVXY,4VMYDCV2IEDYJArk749S6m,1vyhD5VmyZ7KMfW5gqLgo5,329e4yvIujISKGKz1BZZbO,2R21vXR83lH98kGeO99Y66","Ozuna,Daddy Yankee,J Balvin,Farruko,Anuel AA",74,False,235284,0.785,0.572,-7.504,0.123,0.0598,0.0,0.218,0.49,100.016,1
5CLGzJsGqhCEECcpnFQA8x,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","4WN5naL3ofxrVBgFpguzKo,4ScCswdRlyA23odg9thgIO,3JhNCzhSMTxs9WLGJJxWOY,2U3FuHYvL3vhkbDAXm24Ep","Rudimental,Jess Glynne,Macklemore,Dan Caplen",74,False,210772,0.653,0.809,-4.057,0.0474,0.194,0.0,0.165,0.55,92.213,1
2h4cmbyb6S7e8igDZIITJU,3 Headed Goat (feat. Lil Baby & Polo G),"3hcs9uc56yIGFCSy9leWe7,5f7VJjfbwm532GiveGC0ZK,6AgTAQt8XS6jRWi4sX7w49","Lil Durk,Lil Baby,Polo G",74,True,169531,0.837,0.482,-8.608,0.365,0.268,0.0,0.0991,0.444,143.01,1
1c0hsvHLELX6y8qymnpLKL,Soltera - Remix,"47MpMsUfWtgyIIBEFOr4FE,4VMYDCV2IEDYJArk749S6m,4q3ewBCX7sLwd24euuV69X","Lunay,Daddy Yankee,Bad Bunny",74,False,266086,0.795,0.783,-4.271,0.0432,0.361,0.0,0.437,0.799,92.01,1
51ChrwmUPDJvedPQnIU8Ls,Dive,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,74,False,238440,0.761,0.386,-6.158,0.0399,0.355,0.0,0.0953,0.526,134.943,0
3Z0oQ8r78OUaHvGPiDBR3W,Into the Unknown,"73Np75Wv2tju61Eo9Zw4IR,1WgXqy2Dd70QQOU7Ay074N","Idina Menzel,AURORA",74,False,194848,0.323,0.405,-8.533,0.0413,0.849,0.000544,0.138,0.274,145.104,1
0CZ8lquoTX2Dkg7Ak2inwA,1950,6beUvFUlKliUYJdLOXNj9C,King Princess,74,True,225133,0.6,0.535,-7.043,0.107,0.648,4.7e-06,0.162,0.269,71.912,0
3QH8rQGNFX8VLbCgZ7uPTS,Fly To My Room,3Nrfpe0tUJi4K4DXYWgMUX,BTS,74,False,222242,0.764,0.526,-7.355,0.212,0.0484,0.0,0.0718,0.588,114.91,0
01TnVDiet1DFTsyWKUKovl,NUMB,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,74,False,186267,0.414,0.416,-8.024,0.0251,0.1,0.179,0.131,0.196,159.91,0
4w47S36wQGBhGg073q3nt7,TKN (feat. Travis Scott),"7ltDVBr6mKbRvohxheJ9h1,0Y5tJX1MQlPlqiwlOH1tJY","ROSALÍA,Travis Scott",74,False,129370,0.776,0.509,-6.266,0.467,0.192,1.49e-06,0.115,0.485,94.634,1
3wYRLYuO1M88d8woWUIxct,Ignorantes,"4q3ewBCX7sLwd24euuV69X,77ziqFxp5gaInVrF2lj4ht","Bad Bunny,Sech",74,True,210606,0.85,0.536,-5.161,0.0599,0.267,3.89e-05,0.0996,0.505,96.029,1
50ZC4PM7hywH27RcCfViau,Elegí (feat. Dímelo Flow),"1mcTU81TzQhprhouKaTkpq,0KPX4Ucy9dk82uj4GpKesn,1pQWsZQehhS4wavwh7Fnxd,3fZk3Gm5dN5v5yfYMQ04Bx","Rauw Alejandro,Dalex,Lenny Tavárez,Dímelo Flow",74,False,197721,0.824,0.631,-2.791,0.0809,0.237,0.000116,0.0531,0.678,171.965,1
5EbtodsuLbxrFDH6j5avVS,El Mismo Aire - con Pablo Alborán,"28gNT5KBp7IjEOQoevXf9N,5M9Bb4adKAgrOFOhc05Y50","Camilo,Pablo Alborán",74,False,188213,0.483,0.492,-6.591,0.295,0.603,0.0,0.323,0.66,144.511,1
3ndCsZfq8OVwwkz9mmZvUz,Stay,3Nrfpe0tUJi4K4DXYWgMUX,BTS,74,False,204800,0.582,0.693,-5.048,0.0465,0.114,0.0,0.13,0.341,125.904,0
7lthOBXNue2IvedLRfkod8,HOME,3Nrfpe0tUJi4K4DXYWgMUX,BTS,74,False,234177,0.633,0.799,-4.625,0.0429,0.0142,0.0,0.194,0.535,142.991,0
4cxMGhkinTocPSVVKWIw0d,Losin Control,1z7b1Pr1rSlvWRzsW3HOrS,Russ,74,True,237506,0.759,0.245,-6.545,0.138,0.515,0.000154,0.102,0.209,96.992,0
2yLa0QULdQr0qAIvVwN6B5,...Ready For It?,06HL4z0CvFAxyc27GXpf02,Taylor Swift,73,False,208186,0.613,0.764,-6.509,0.136,0.0527,0.0,0.197,0.417,160.015,0
4svZDCRz4cJoneBpjpx8DJ,I Did Something Bad,06HL4z0CvFAxyc27GXpf02,Taylor Swift,73,False,238253,0.696,0.602,-6.156,0.159,0.0679,2.11e-05,0.0696,0.305,82.989,0
6LcauUZjF1eXQrgqMUecHX,Ayy Macarena,5LHRHt1k9lMyONurDHEdrp,Tyga,73,True,131606,0.816,0.629,-5.568,0.226,0.133,0.0,0.0692,0.714,96.493,0
03mMSLEJCPoGJwQhHpN5y0,Treat People With Kindness,6KImCVD70vtIoJWnq6nGn3,Harry Styles,73,False,197346,0.653,0.869,-3.725,0.0382,0.128,2.2e-05,0.046,0.697,122.017,0
0kN8xEmgMW9mh7UmDYHlJP,Versace on the Floor,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,73,False,261240,0.578,0.574,-6.209,0.0454,0.196,0.0,0.083,0.301,174.152,0
1KSqYYJFyfTecXFk9M0prc,Escápate Conmigo (feat. Ozuna),"3E6xrwgnVfYCrCs0ePERDz,1i8SpTcr7yvPOmcqrbnVXY","Wisin,Ozuna",73,False,232786,0.744,0.859,-3.166,0.0795,0.0256,6.27e-05,0.0881,0.787,91.977,1
5Z8HZM6iQMhhqyPcCGY5g9,Hot (feat. Gunna),"50co4Is1HCEo8bhOyUWKpn,2hlmm7s2ICUX0LVIhVFlZQ","Young Thug,Gunna",73,True,193026,0.855,0.651,-8.044,0.235,0.063,0.0,0.0772,0.559,111.997,1
1TEEi8aHzb4tGcLJdsepb1,My Time,3Nrfpe0tUJi4K4DXYWgMUX,BTS,73,False,234457,0.674,0.64,-5.139,0.0339,0.151,0.0,0.0925,0.664,99.908,0
4guBZjUyrGoHsTahO3IHdj,Did It Again,4Ga1P7PMIsmqEZqhYZQgDo,Lil Tecca,73,True,116240,0.686,0.561,-9.929,0.191,0.185,0.0,0.114,0.186,148.775,0
0OnfGJsCc1m9utfUYqid6O,Don’t Blame Me,06HL4z0CvFAxyc27GXpf02,Taylor Swift,73,False,236413,0.615,0.534,-6.719,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,0
2WsuSYJNXGKXVYkHPnq2yp,Ransom (with Juice WRLD) - Remix,"4Ga1P7PMIsmqEZqhYZQgDo,4MCBfE4596Uoi2O4DtmEMz","Lil Tecca,Juice WRLD",73,True,171253,0.684,0.671,-6.424,0.289,0.0119,0.0,0.0769,0.45,179.987,1
1nocRtwyNPVtGcIJqfgdzZ,Tutu,"28gNT5KBp7IjEOQoevXf9N,4QVBYiagIaa6ZGSPMbybpy","Camilo,Pedro Capó",73,False,178613,0.731,0.832,-2.592,0.0503,0.273,0.0,0.0665,0.94,146.013,1
4eWQlBRaTjPPUlzacqEeoQ,Never Be the Same,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,73,False,226973,0.637,0.713,-4.333,0.0747,0.181,0.000637,0.137,0.243,129.923,0
1bhUWB0zJMIKr9yVPrkEuI,Perfect Duet (Ed Sheeran & Beyoncé),"6eUKZXaKkcviH0Ku9w2n3V,6vWDO969PvNqNYHIOW5v0m","Ed Sheeran,Beyoncé",73,False,259550,0.587,0.299,-7.365,0.0263,0.779,0.0,0.123,0.356,94.992,1
7BlBVFwvbWvcwNcUarQmjk,"Yo x Ti, Tu x Mi","7ltDVBr6mKbRvohxheJ9h1,1i8SpTcr7yvPOmcqrbnVXY","ROSALÍA,Ozuna",73,False,201040,0.78,0.759,-3.292,0.225,0.462,0.000868,0.143,0.579,91.952,1
14rWuS6yllHOdfZ8sZsZUj,Feel Special,7n2Ycct7Beij7Dj7meI4X0,TWICE,73,False,206866,0.709,0.959,-1.339,0.0603,0.0296,0.00188,0.107,0.644,128.983,0
6OZh916QF8XNunWaP97WEZ,Fast Car,"1HBjj22wzbscIZ9sEb5dyf,2zzpznMuhKlKlqh1ma7Sms","Jonas Blue,Dakota",73,False,212424,0.459,0.587,-6.983,0.0785,0.453,0.0,0.307,0.581,113.901,1
0JcNysfWVWaMS7R6vzGB2k,Robarte un Beso,"4vhNDa5ycK0ST968ek7kRr,07YUOmWljBTXwIseAUd9TW","Carlos Vives,Sebastian Yatra",73,False,194742,0.742,0.859,-4.942,0.0482,0.0824,0.0,0.359,0.652,95.046,1
1mCsF9Tw4AkIZOjvZbZZdT,Break My Stride,3bmFPbLMiLxtR9tFrTcKcP,Matthew Wilder,73,False,184480,0.917,0.588,-11.047,0.0607,0.195,0.0,0.0914,0.828,110.077,0
5hDAT527wXWNBnJlujhuUs,Stuck In A Dream (feat. Gunna),"5zctI4wO9XSKS8XwcnqEHk,2hlmm7s2ICUX0LVIhVFlZQ","Lil Mosey,Gunna",73,True,123560,0.753,0.652,-5.943,0.0753,0.444,0.0,0.117,0.745,139.962,1
5UEnHoDYpsxlfzWLZIc7LD,River (feat. Ed Sheeran),"7dGJo4pcD2V6oG8kP0tJRR,6eUKZXaKkcviH0Ku9w2n3V","Eminem,Ed Sheeran",73,True,221013,0.757,0.748,-5.794,0.473,0.17,0.0,0.0759,0.693,90.052,1
7rwX0O3RlxqqIjQM8evm5E,Solita,"1i8SpTcr7yvPOmcqrbnVXY,2T1aUibqR2QC2sINIDQOAK,64aJYyrXljOodnUG6jvhRD,4q3ewBCX7sLwd24euuV69X,3E6xrwgnVfYCrCs0ePERDz,6P6GTRTigHBp8ZesNtpCKH","Ozuna,Mambo Kingz,DJ Luian,Bad Bunny,Wisin,Almighty",73,False,311726,0.807,0.633,-6.016,0.0929,0.0564,0.0,0.107,0.325,138.038,1
3Vo4wInECJQuz9BIBMOu8i,Finesse - Remix; feat. Cardi B,"0du5cEVh5yTK9QJze8zA0C,4kYSro6naA4h99UJvo89HB","Bruno Mars,Cardi B",73,False,217288,0.704,0.859,-4.877,0.0996,0.0185,0.0,0.0215,0.926,105.115,1
0OI7AFifLSoGzpb8bdBLLV,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","6TIYQ3jFPwQSRmorSezPxX,3NPpFNZtSTHheNBaWC82rB,64M6ah0SkkRsnPGtGiRAbb","Machine Gun Kelly,X Ambassadors,Bebe Rexha",73,False,202804,0.653,0.718,-5.232,0.213,0.00413,0.0,0.0537,0.216,82.034,1
0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,"2cQr2KbzdRtIFlfbHGnNsL,5F1aoppMtU3OMiltO8ymJ2,2LAqcqAQ8KPTsl1HBgBrqM","Ziv Zaifman,Hugh Jackman,Michelle Williams",73,False,269453,0.265,0.312,-11.689,0.0569,0.243,0.0,0.0893,0.0998,54.747,1
0Oqc0kKFsQ6MhFOLBNZIGX,Doin' Time,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,73,True,202192,0.641,0.559,-11.132,0.0355,0.404,0.00402,0.0937,0.523,144.982,0
4wopYJ5wpYOM6ogm2Jugnw,"fuck, i'm lonely (with Anne-Marie)","5JZ7CnR6gTvEMKX4g70Amv,1zNqDE7qDGCsyzJwohVaoX","Lauv,Anne-Marie",73,True,198973,0.806,0.558,-6.46,0.0683,0.482,0.0,0.0618,0.678,95.016,1
3B7udSGy2PfgoCniMSb523,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,73,False,300840,0.581,0.0549,-20.514,0.0397,0.559,0.0,0.0718,0.234,152.037,0
3Ga6eKrUFf12ouh9Yw3v2D,Downtown,"7FNnA9vBm6EKceENgCGRMb,1vyhD5VmyZ7KMfW5gqLgo5","Anitta,J Balvin",73,False,193456,0.775,0.679,-4.985,0.135,0.18,7.26e-05,0.068,0.619,166.008,1
0md12GKBGH8ZuLG2fTfGUz,Dreams,7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,73,False,271560,0.551,0.643,-13.091,0.0353,0.00313,0.00385,0.421,0.514,128.661,0
4Z1fbYp0HuxLBje4MOZcSD,Twist And Shout - Remastered 2009,3WrFJ7ztbogyGnTHbHJFl2,The Beatles,73,False,155226,0.482,0.849,-9.198,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,0
7s25THrKz86DM225dOYwnr,Respect,7nwUJBm0HE4ZxD3f5cy5ok,Aretha Franklin,73,False,147600,0.805,0.558,-5.226,0.041,0.164,2.2e-05,0.0546,0.965,114.95,0
7f5trao56t7sB7f14QDTmp,Juicy,"5cj0lLjcoR7YOSnhnX0Po5,5LHRHt1k9lMyONurDHEdrp","Doja Cat,Tyga",73,True,203093,0.785,0.652,-2.607,0.0668,0.102,0.0,0.0697,0.484,170.024,1
6cZH4rX1KTt1aJ3Ql6Ynja,Me and My Guitar,31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie,73,True,161764,0.644,0.587,-6.736,0.353,0.473,0.0,0.0759,0.68,173.972,0
5KBARWIxeMGkvUax9VtVC9,My Type,6cK3NBO6uP7hh0oyuVELFl,Saweetie,73,True,126446,0.899,0.811,-6.294,0.258,0.000677,0.0,0.0672,0.587,105.038,0
5mey7CLLuFToM2P68Qu1gF,Andas En Mi Cabeza,"5NS0854TqZQVoRmJKSWtFZ,4VMYDCV2IEDYJArk749S6m","Chino & Nacho,Daddy Yankee",73,False,247493,0.68,0.954,-1.823,0.119,0.0244,0.0,0.112,0.521,104.029,1
6lruHh1jF7ezgbLv72xYmf,FML,0vRvGUQVUjytro0xpb26bs,Arizona Zervas,73,True,223000,0.822,0.575,-5.95,0.0934,0.113,0.0,0.106,0.616,100.087,0
0uUNN1nSoUx1A4fkDCWDQ7,So Am I,4npEfmQ6YuiwW1GpUmaq3F,Ava Max,73,False,183026,0.682,0.656,-4.67,0.0435,0.0737,0.0,0.353,0.607,130.089,0
1cVlW9WQiGlFdWUXFdFZGh,Pa' Olvidarme De Ella,"4bw2Am3p9ji3mYsXNXtQcd,0XwVARXT135rw8lyw1EeWP","Piso 21,Christian Nodal",73,True,227233,0.728,0.542,-5.195,0.0514,0.259,0.0,0.136,0.637,90.016,1
0YammaEkYSeo9vQYZ1OwS6,Say My Name,"1Cs0zKBU1kc0i8ypK3B9ai,64M6ah0SkkRsnPGtGiRAbb,1vyhD5VmyZ7KMfW5gqLgo5","David Guetta,Bebe Rexha,J Balvin",73,False,198946,0.703,0.66,-5.119,0.123,0.137,0.0,0.192,0.79,95.031,1
0HMjXBAZmSYOTTi33WpMso,History,4AK6F7OLvEQ5QYCBNiQWHq,One Direction,73,False,187426,0.655,0.699,-4.421,0.0493,0.0352,0.0,0.064,0.802,86.704,0
0AkQbXGN4KG34TS7xLrM68,Kiss You,4AK6F7OLvEQ5QYCBNiQWHq,One Direction,73,False,182866,0.63,0.934,-2.559,0.0589,0.0186,0.0,0.324,0.905,89.992,0
7noud145AHZGg74vpWOsCa,Trip,7HkdQ0gt53LP4zmHsL0nap,Ella Mai,73,False,213993,0.717,0.605,-5.68,0.075,0.214,0.0,0.138,0.387,81.047,0
6aGjEZ7kq3YXgD0EDt80O5,Live While We're Young,4AK6F7OLvEQ5QYCBNiQWHq,One Direction,73,False,200213,0.658,0.837,-2.063,0.0543,0.0629,0.0,0.0969,0.936,126.015,0
6H0AwSQ20mo62jGlPGB8S6,It's A Vibe,"17lzZA2AlOHwCwFALHttmp,7c0XG5cIJTrrAgEC3ULPiq,2iojnBLj0qIMiKPvVhLnsH,5ZS223C6JyBfXasXxrRqOk","2 Chainz,Ty Dolla $ign,Trey Songz,Jhené Aiko",73,True,210200,0.822,0.502,-7.38,0.148,0.0312,0.000887,0.114,0.525,73.003,1
12mGwph2YzDIlChtq3EdXP,Alone,64KEffDW9EtZ1y2vBYgq8T,Marshmello,73,False,273802,0.636,0.953,-3.74,0.0353,0.0244,0.0164,0.108,0.397,142.011,0
1HXy5I3HTWq8OvxCn0z7G7,Heaven,3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,73,False,179506,0.677,0.556,-6.544,0.0306,0.263,0.0,0.105,0.521,80.006,0
3aW0ds4A4tSQDIp75FqWTo,FAKE LOVE,3Nrfpe0tUJi4K4DXYWgMUX,BTS,73,False,242333,0.557,0.719,-4.515,0.0372,0.00267,0.0,0.306,0.344,77.501,0
3Be7CLdHZpyzsVijme39cW,What's Love Got to Do with It,"23fqKkggKUBHNkbKtXEls4,1zuJe6b1roixEKMOtyrEak","Kygo,Tina Turner",73,False,208156,0.75,0.664,-5.908,0.154,0.275,0.0,0.0632,0.617,105.023,1
0ug5NqcwcFR2xrfTkc7k8e,Style,06HL4z0CvFAxyc27GXpf02,Taylor Swift,73,False,231000,0.588,0.791,-5.595,0.0402,0.00245,0.00258,0.118,0.487,94.933,0
4rDbp1vnvEhieiccprPMdI,Somebody To Love - Remastered 2011,1dfeR4HaWDbWqFHLkxsg1d,Queen,73,False,296480,0.406,0.698,-7.024,0.0624,0.186,0.0,0.233,0.333,109.266,0
15kQGEy89K8deJcZVFEn0N,This Feeling,"69GGBxA162lTqCwzJG5jLp,3RqBeV12Tt7A8xH3zBDDUF","The Chainsmokers,Kelsea Ballerini",73,False,197946,0.539,0.651,-5.304,0.0432,0.0651,0.0,0.0662,0.474,105.159,1
6nO3tr47nr2P7f3hXb8JIo,Champion (feat. Travis Scott),"7rkW85dBwwrJtlHRDkJDAC,0Y5tJX1MQlPlqiwlOH1tJY","NAV,Travis Scott",73,True,195053,0.642,0.782,-3.395,0.0477,0.381,0.0,0.108,0.396,162.005,1
19a3JfW8BQwqHWUMbcqSx8,Famous,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,73,True,196040,0.465,0.735,-3.715,0.117,0.0711,0.0,0.0975,0.409,173.935,0
2KvHC9z14GSl4YpkNMX384,Do Not Disturb,3TVXtAsR1Inumwj472S9r4,Drake,73,True,283550,0.618,0.693,-5.943,0.45,0.246,0.0,0.112,0.454,170.982,0
1gng5xQBiYCVDkHS0IKLyk,Estamos Bien,4q3ewBCX7sLwd24euuV69X,Bad Bunny,73,False,208079,0.801,0.548,-5.98,0.134,0.804,4.45e-06,0.098,0.452,120.119,0
2rb5MvYT7ZIxbKW5hfcHx8,Mi Gente,"1vyhD5VmyZ7KMfW5gqLgo5,4RSyJzf7ef6Iu2rnLdabNq","J Balvin,Willy William",73,False,185040,0.543,0.677,-4.915,0.0993,0.0148,6.21e-06,0.13,0.294,103.809,1
3Tc57t9l2O8FwQZtQOvPXK,my strange addiction,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,73,False,179889,0.939,0.305,-10.952,0.354,0.35,0.000169,0.105,0.563,100.029,0
5N4erncE7kuUccm7zEmwzk,Electricity (with Dua Lipa),"2X97ZAqRKRMYFIDqtvGgGc,6M2wZ9GZgrQXHCFfjv46we,5fMUXHkw8R8eOP2RNVYEZX,3hv9jJF3adDNsBSIQDqcjp","Silk City,Dua Lipa,Diplo,Mark Ronson",73,False,238173,0.588,0.67,-6.439,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,1
7oVEtyuv9NBmnytsCIsY5I,BURN IT DOWN,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,73,False,230253,0.585,0.972,-4.45,0.0534,0.0143,0.0,0.0707,0.585,110.006,0
4H7WNRErSbONkM06blBoGc,Stay,246dkjvS1zLTtiykXe5h60,Post Malone,73,True,204426,0.507,0.48,-5.418,0.0266,0.449,0.0,0.147,0.35,86.046,0
54DmTIv86D3sYdiawjULQ0,Dis-ease,3Nrfpe0tUJi4K4DXYWgMUX,BTS,73,False,239722,0.731,0.845,-5.352,0.132,0.0132,0.0,0.0782,0.484,101.085,0
4GEQd6D1NeNjpf0pbOgJSO,Mama,"1HBjj22wzbscIZ9sEb5dyf,5exS0bytCYdixgv02DaCm3","Jonas Blue,William Singe",73,False,184133,0.742,0.791,-4.277,0.0479,0.105,0.0,0.0533,0.534,104.059,1
0qYTZCo5Bwh1nsUFGZP3zn,Felices los 4,1r4hJ1h58CWwUQe3MxPuau,Maluma,73,False,230000,0.755,0.789,-4.502,0.146,0.231,0.0,0.351,0.737,93.973,0
1yHdZ9S6rBlNPH3LDNMy2P,Life's A Mess (feat. Halsey),"4MCBfE4596Uoi2O4DtmEMz,26VFTg2z8YR0cCuwLzESi2","Juice WRLD,Halsey",73,True,202193,0.636,0.448,-8.969,0.0359,0.335,0.0,0.17,0.186,143.124,1
31UjYv5vLsDkzchJOtUMtW,HP,1r4hJ1h58CWwUQe3MxPuau,Maluma,73,True,184435,0.837,0.791,-3.157,0.0773,0.252,1.14e-06,0.188,0.618,91.98,0
3TZ7NHkMT82AhwuYsd00Hz,Your eyes tell,3Nrfpe0tUJi4K4DXYWgMUX,BTS,73,False,245146,0.449,0.491,-6.433,0.029,0.279,0.0,0.0654,0.258,139.923,0
3MmCFghNjzZMn3HKqbVizn,Blood On My Jeans,4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,73,True,154767,0.868,0.55,-6.417,0.226,0.183,0.0,0.109,0.464,117.943,0
0gbBzIqrECJOEPvQJIBFs5,Green Light,163tK9Wjr9P9DmM0AVK7lm,Lorde,73,False,234652,0.616,0.714,-7.792,0.0982,0.0162,1.23e-05,0.0817,0.24,128.924,0
0PG9fbaaHFHfre2gUVo7AN,Please Me,"4kYSro6naA4h99UJvo89HB,0du5cEVh5yTK9QJze8zA0C","Cardi B,Bruno Mars",73,True,200889,0.747,0.57,-6.711,0.081,0.0642,0.0,0.0832,0.65,133.992,1
4hQ6UGyWQIGJmHSo0J88JW,Back To You - From 13 Reasons Why – Season 2 Soundtrack,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,73,False,207904,0.601,0.724,-4.856,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,0
1uA914Md6wsy9NDryyBypH,Man Of The Year,4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,73,True,136408,0.621,0.695,-5.124,0.0911,0.00584,0.0,0.086,0.298,173.966,0
11cDEev79fPKi6uJCjUhu8,Who Do You Love,"69GGBxA162lTqCwzJG5jLp,5Rl15oVamLq7FbSb0NNBNy","The Chainsmokers,5 Seconds of Summer",73,True,226733,0.51,0.835,-4.673,0.0447,0.00791,0.0,0.219,0.435,140.024,1
6juLaduD4STCUDWT0AYun4,MORE,"4gOc8TsQed9eqnqJct2c5v,2kRfqPViCqYdSGhYSM9R0Q,2AfmfGFbe0A0WsTYm0SDTx,6fs2or0cKLEM2xohWq8SoX,0tRFWXqKBBQcu5oFVOgVzX,4TqlcgMFDryY96KWcvrhTv,47mIJdHORyRerp4os813jD","K/DA,Madison Beer,(G)I-DLE,Lexie Liu,Jaira Burns,Seraphine,League of Legends",73,False,217088,0.66,0.787,-4.592,0.032,0.00257,0.0,0.323,0.199,142.018,1
3IPJg1sdqLj12kFIndaonN,No Hay Nadie Más,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,73,False,199733,0.695,0.379,-9.096,0.0339,0.861,0.0,0.106,0.808,105.108,0
11KJSRSgaDxqydKYiD2Jew,Too Good,"3TVXtAsR1Inumwj472S9r4,5pKCCKE2ajJHZ9KAiaK11H","Drake,Rihanna",73,True,263373,0.804,0.648,-7.805,0.117,0.0573,3.49e-05,0.102,0.392,117.983,1
2habSXqcJGExM6JJyskY7O,Malibu,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,73,False,231906,0.565,0.782,-6.413,0.0506,0.0577,4.16e-05,0.0757,0.4,140.004,0
3GtnId3Cm1Xa6joCj08nzW,Jeans,14zUHaJZo1mnYtn6IBRaRP,Justin Quiles,73,True,185840,0.807,0.656,-4.395,0.105,0.0165,0.0,0.0693,0.89,83.943,0
